_id,_type,item,long,oid,pin,short
845,vertex,_id,MUD1 U1 snRNP-specific A protein,845,T,YBR119W
846,vertex,_id,MUM2 meiotic protein,846,D,YBR057C
847,vertex,_id,SPO14 phospholipase D,847,M,YKR031C
848,vertex,_id,MVD1 mevalonate pyrophosphate decarboxylase,848,M,YNR043W
849,vertex,_id,"MYO4 myosin heavy chain,unconventional (class V) isoform",849,O,YAL029C
850,vertex,_id,MYO2 myosin heavy chain,850,C,YOR326W
851,vertex,_id,MLC2 similarity to calmodulin and calmodulin-related proteins,851,U,YPR188C
852,vertex,_id,MLC1 MYO2P light chain,852,D,YGL106W
853,vertex,_id,SHE4 required for mother cell-specific gene expression,853,C,YOR035C
854,vertex,_id,CMD1 calmodulin,854,D,YBR109C
856,vertex,_id,SHE2 required for mother cell-specific expression of HO,856,C,YKL130C
857,vertex,_id,KCC4 kinase coordinate cell cycle progression with the organization of the peripheralcytoskeleton,857,D,YCL024W
859,vertex,_id,YOL070c hypothetical protein,859,U,YOL070C
860,vertex,_id,GIN4 ser/thr protein kinase,860,D,YDR507C
861,vertex,_id,JIP1 hypothetical protein,861,U,YNL078W
862,vertex,_id,Unknow protein !!!,862,U,YGL091C
863,vertex,_id,TAO3 Transcriptional Activator of OCH1,863,B,YIL129C
864,vertex,_id,NCL1 tRNA (cytosine-5-)-methyltransferase,864,T,YBL024W
865,vertex,_id,RPP2B 60S large subunit acidic ribosomal protein,865,P,YDR382W
866,vertex,_id,"NFS1 regulates Iron-Sulfur cluster proteins,cellular Iron uptake,andIron distribution",866,A,YCL017C
867,vertex,_id,NHP10 Non-histone protein,867,U,YDL002C
868,vertex,_id,IES1 weak similarity to Dictyostelium protein kinase,868,U,YFL013C
869,vertex,_id,Unknow protein !!!,869,U,YOR141C
870,vertex,_id,INO80 similarity to SNF2P and human SNF2alpha,870,T,YGL150C
871,vertex,_id,IES5 weak similarity to tryptophan synthase beta subunit - Aquifex aeolicus,871,U,YER092W
872,vertex,_id,NHP2 nucleolar rRNA processing protein,872,T,YDL208W
873,vertex,_id,YMR310c similarity to YGR283c,873,U,YMR310C
874,vertex,_id,NHP6B nonhistone chromosomal protein,874,C,YBR089C-A
875,vertex,_id,"RPC34 DNA-directed RNA polymerase III,34 KD subunit",875,T,YNR003C
876,vertex,_id,SFH1 subunit of the RSC complex,876,B,YLR321C
878,vertex,_id,APG2 required for sporulation,878,D,YNL242W
879,vertex,_id,YOR227w similarity to microtubule-interacting protein MHP1P,879,U,YOR227W
880,vertex,_id,SPB4 ATP-dependent RNA helicase of DEAH box family,880,T,YFL002C
881,vertex,_id,YLR009w similarity to ribosomal protein L24.e.B,881,P,YLR009W
884,vertex,_id,"DBP9 similarity to YDL031w,MAK5P and RNA helicases",884,U,YLR276C
885,vertex,_id,"NOT3 general negative regulator of transcription,subunit 3",885,B,YIL038C
886,vertex,_id,"FAS2 fatty-acyl-CoA synthase,alpha chain",886,M,YPL231W
888,vertex,_id,NSP1 nuclear pore protein,888,O,YJL041W
889,vertex,_id,"MRPL15 ribosomal protein of the large subunit,mitochondrial",889,P,YLR312W-A
891,vertex,_id,NUP82 nuclear pore protein,891,O,YJL061W
893,vertex,_id,NUF1 spindle pole body component,893,C,YDR356W
894,vertex,_id,NUP116 nuclear pore protein,894,O,YMR047C
899,vertex,_id,"ORC4 origin recognition complex,56 KD subunit",899,D,YPR162C
901,vertex,_id,"ORC2 origin recognition complex,72 kDa subunit",901,D,YBR060C
902,vertex,_id,OSH1 similarity to human oxysterol binding protein (OSBP),902,M,YAR044W
904,vertex,_id,TDH3 glyceraldehyde-3-phosphate dehydrogenase 3,904,E,YGR192C
905,vertex,_id,"OST1 oligosaccharyltransferase,alpha subunit",905,F,YJL002C
906,vertex,_id,OST6 N-oligosaccharyltransferase complex subunit,906,F,YML019W
907,vertex,_id,SEH1 nuclear pore protein,907,O,YGL100W
909,vertex,_id,STT3 oligosaccharyl transferase subunit,909,F,YGL022W
910,vertex,_id,"TIF34 translation initiation factor eIF3,p39 subunit",910,P,YMR146C
912,vertex,_id,GIM5 Gim complex component,912,F,YML094W
914,vertex,_id,YKE2 Gim complex component,914,F,YLR200W
915,vertex,_id,PAN2 component of PAB1P-stimulated poly(A) ribonuclease,915,T,YGL094C
916,vertex,_id,PAN3 component of the PAB1P-dependent poly(A) ribonuclease,916,T,YKL025C
917,vertex,_id,SSU72 suppressor of cs mutant of SUA7,917,B,YNL222W
918,vertex,_id,"VPS53 subunit of VP52-54 complex,required for protein sorting at the yeast late Golgi",918,O,YJL029C
921,vertex,_id,Unknow protein !!!,921,U,YDR174W
922,vertex,_id,PCM1 phosphoacetylglucosamine mutase,922,M,YEL058W
924,vertex,_id,TCM62 chaperone required for assembly of mitochondrial succinate dehydrogenase,924,F,YBR044C
925,vertex,_id,RPN11 26S proteasome regulatory subunit,925,F,YFR004W
926,vertex,_id,LAT1 dihydrolipoamide S-acetyltransferase,926,E,YNL071W
929,vertex,_id,PDX1 pyruvate dehydrogenase complex protein X,929,E,YGR193C
931,vertex,_id,PDS5 precocious dissociation of sister chromatids,931,D,YMR076C
932,vertex,_id,PEP1 vacuolar protein sorting/targeting protein,932,O,YBL017C
933,vertex,_id,"DIG1 MAP kinase-associated protein,down-regulator of invasive growth and mating",933,C,YPL049C
934,vertex,_id,PEP3 vacuolar membrane protein,934,O,YLR148W
935,vertex,_id,AAP1 alanine/arginine aminopeptidase,935,F,YHR047C
936,vertex,_id,"VPS8 vacuolar sorting protein,134 kD",936,O,YAL002W
937,vertex,_id,VPS16 vacuolar sorting protein,937,O,YPL045W
938,vertex,_id,PEP5 vacuolar biogenesis protein,938,O,YMR231W
939,vertex,_id,VPS41 required for the vacuolar assembly,939,F,YDR080W
940,vertex,_id,VPS33 vacuolar sorting protein,940,O,YLR396C
941,vertex,_id,"PFK2 6-phosphofructokinase,beta subunit",941,E,YMR205C
942,vertex,_id,PHO3 constitutive acid phosphatase precursor,942,M,YBR092C
943,vertex,_id,"PIM1 ATP-dependent protease,mitochondrial",943,F,YBL022C
944,vertex,_id,PKC1 ser/thr protein kinase,944,C,YBL105C
945,vertex,_id,PMT2 mannosyltransferase,945,F,YAL023C
946,vertex,_id,"POL12 DNA-directed DNA polymerase alpha,70 KD subunit",946,D,YBL035C
947,vertex,_id,"PRI2 DNA-directed DNA polymerase alpha ,58 KD subunit (DNA primase)",947,D,YKL045W
948,vertex,_id,PRI1 DNA-directed DNA polymerase alpha 48kDa subunit (DNA primase),948,D,YIR008C
949,vertex,_id,"RFC1 DNA replication factor C,95 KD subunit",949,D,YOR217W
950,vertex,_id,"POL1 DNA-directed DNA polymerase alpha,180 KD subunit",950,D,YNL102W
951,vertex,_id,POP7 nuclear RNase P subunit,951,T,YBR167C
952,vertex,_id,RPP1 required for processing of tRNA and 35S rRNA,952,T,YHR062C
953,vertex,_id,POP8 required for processing of tRNAs and rRNAs,953,T,YBL018C
954,vertex,_id,POP6 required for processing of tRNAs and rRNAs,954,T,YGR030C
955,vertex,_id,POP5 required for processing of tRNAs and rRNAs,955,T,YAL033W
956,vertex,_id,POP4 involved in processing of tRNAs and rRNAs,956,T,YBR257W
957,vertex,_id,POP3 involved in processsing of tRNAs and rRNAs,957,T,YNL282W
958,vertex,_id,POP1 protein component of ribonuclease P and ribonuclease MRP,958,T,YNL221C
960,vertex,_id,PRE8 20S proteasome subunit Y7 (alpha2),960,F,YML092C
961,vertex,_id,PRE7 20S proteasome subunit(beta6),961,F,YBL041W
962,vertex,_id,PRE6 20S proteasome subunit (alpha4),962,F,YOL038W
963,vertex,_id,PRE5 20S proteasome subunit(alpha6),963,F,YMR314W
964,vertex,_id,PRE4 20S proteasome subunit(beta7),964,F,YFR050C
965,vertex,_id,PRE2 20S proteasome subunit (beta5),965,F,YPR103W
966,vertex,_id,PRE1 20S proteasome subunit C11(beta4),966,F,YER012W
967,vertex,_id,PUP3 20S proteasome subunit (beta3),967,F,YER094C
968,vertex,_id,PUP2 20S proteasome subunit(alpha5),968,F,YGR253C
971,vertex,_id,TDH2 glyceraldehyde-3-phosphate dehydrogenase 2,971,E,YJR009C
972,vertex,_id,SCL1 20S proteasome subunit YC7ALPHA/Y8 (alpha1),972,F,YGL011C
973,vertex,_id,PPH3 protein ser/thr phosphatase,973,C,YDR075W
975,vertex,_id,YNL201c weak similarity to pleiotropic drug resistance control protein PDR6,975,M,YNL201C
976,vertex,_id,PPT1 protein ser/thr phosphatase,976,U,YGR123C
977,vertex,_id,HSP82 heat shock protein,977,C,YPL240C
978,vertex,_id,BLM3 weak similarity to Mms19p,978,U,YFL007W
979,vertex,_id,EST3 subunit of the telomerase,979,D,YIL009C-A
980,vertex,_id,PRK1 serine/threonine protein kinase involved in regulation of actin cytoskeleton organization,980,D,YIL095W
981,vertex,_id,GLE2 required for nuclear pore complex structure and function,981,O,YER107C
982,vertex,_id,YCR079w weak similarity to A.thaliana protein phosphatase 2C,982,U,YCR079W
984,vertex,_id,PRP28 pre-mRNA splicing factor RNA helicase of DEAD box family,984,T,YDR243C
985,vertex,_id,HTA1 histone H2A,985,B,YDR225W
986,vertex,_id,TOS4 similarity to YDR501w,986,U,YLR183C
987,vertex,_id,"MRPL38 ribosomal protein of the large subunit (L14),mitochondrial",987,P,YKL170W
988,vertex,_id,SPP381 Suppressor of Pre-mRNA Processing mutant,988,T,YBR152W
989,vertex,_id,PRP3 essential splicing factor,989,T,YDR473C
991,vertex,_id,YNL224c similarity to hypothetical protein S. pombe,991,U,YNL224C
992,vertex,_id,"PRP8 U5 snRNP protein,pre-mRNA splicing factor",992,T,YHR165C
993,vertex,_id,YHR156c weak similarity to mouse kinesin KIF3B,993,O,YHR156C
995,vertex,_id,SUI1 translation initiation factor 3 (eIF3),995,P,YNL244C
996,vertex,_id,TIF5 translation initiation factor eIF5,996,P,YPR041W
997,vertex,_id,MDS3 negative regulator of early meiotic expression,997,C,YGL197W
998,vertex,_id,DAM1 essential mitotic spindle pole protein,998,D,YGR113W
999,vertex,_id,ULP1 Ubl-specific protease,999,F,YPL020C
1001,vertex,_id,INO4 basic helix-loop-helix transcription factor,1001,B,YOL108C
1002,vertex,_id,NUD1 cell cycle regulatory protein,1002,D,YOR373W
1003,vertex,_id,YOR179c similarity to BRR5 protein,1003,T,YOR179C
1004,vertex,_id,PTC3 ser/thr protein phosphatase PP2C,1004,U,YBL056W
1005,vertex,_id,VPS15 ser/thr protein kinase,1005,O,YBR097W
1006,vertex,_id,RAD50 DNA repair protein,1006,D,YNL250W
1007,vertex,_id,YDR071c similarity to O.aries arylalkylamine N-acetyltransferase,1007,U,YDR071C
1009,vertex,_id,YDR186c hypothetical protein,1009,U,YDR186C
1010,vertex,_id,PUB1 major polyadenylated RNA-binding protein of nucleus and cytoplasm,1010,T,YNL016W
1011,vertex,_id,SGN1 similarity to D.melanogaster RNA binding protein,1011,T,YIR001C
1012,vertex,_id,SWI1 component of SWI/SNF global transcription activator complex,1012,B,YPL016W
1013,vertex,_id,"NRP1 similarity to human TAF2N Zinc finger TBP-associated factor N,component of the TFIID complex",1013,U,YDL167C
1014,vertex,_id,PUS1 pseudouridine synthase 1,1014,T,YPL212C
1016,vertex,_id,PWP1 similarity to human IEF SSP 9502 protein,1016,U,YLR196W
1019,vertex,_id,ROK1 ATP-dependent RNA helicase,1019,T,YGL171W
1020,vertex,_id,HTA2 histone H2A.2,1020,B,YBL003C
1021,vertex,_id,YDR365c weak similarity to Streptococcus M protein,1021,U,YDR365C
1022,vertex,_id,YHR196w weak similarity to YDR398w,1022,U,YHR196W
1025,vertex,_id,DBP8 strong similarity to DRS1P and other probable ATP-dependent RNA helicases,1025,T,YHR169W
1026,vertex,_id,YNR054c similarity to C.elegans hypothetical protein CEESL47F,1026,U,YNR054C
1028,vertex,_id,YJL069c similarity to C.elegans hypothetical protein,1028,U,YJL069C
1029,vertex,_id,WRS1 tryptophan--tRNA ligase,1029,P,YOL097C
1030,vertex,_id,YMR315w similarity to hypothetical S. pombe protein,1030,U,YMR315W
1031,vertex,_id,"VMA4 H+-ATPase V1 domain 27 KD subunit,vacuolar",1031,O,YOR332W
1032,vertex,_id,PEP4 aspartyl protease,1032,F,YPL154C
1033,vertex,_id,RAD23 nucleotide excision repair protein (ubiquitin-like protein),1033,D,YEL037C
1034,vertex,_id,RPN10 26S proteasome regulatory subunit,1034,F,YHR200W
1036,vertex,_id,SRO7 polarized exocytosis by regulating SNARE function,1036,O,YPR032W
1037,vertex,_id,RAD4 excision repair protein,1037,D,YER162C
1038,vertex,_id,RAD3 DNA helicase/ATPase,1038,D,YER171W
1039,vertex,_id,YDJ1 mitochondrial and ER import protein,1039,O,YNL064C
1040,vertex,_id,MET18 involved in NER repair and RNA polymerase II transcription,1040,B,YIL128W
1041,vertex,_id,RAD51 DNA repair protein,1041,D,YER095W
1042,vertex,_id,"CPA2 arginine-specific carbamoylphosphate synthase,large chain",1042,G,YJR109C
1043,vertex,_id,Unknow protein !!!,1043,U,YNL085W
1044,vertex,_id,ILV1 anabolic serine and threonine dehydratase precursor,1044,G,YER086W
1046,vertex,_id,RAT1 5- exoribonuclease,1046,T,YOR048C
1047,vertex,_id,"RAM1 protein farnesyltransferase,beta subunit",1047,F,YDL090C
1050,vertex,_id,RDH54 required for mitotic diploid-specific recombination and repair and meiosis,1050,D,YBR073W
1051,vertex,_id,RDI1 rho GDP dissociation inhibitor with activity toward RHO1P,1051,C,YDL135C
1052,vertex,_id,REB1 transcription factor,1052,B,YBR049C
1053,vertex,_id,"TAF145 TFIID subunit (TBP-associated factor),145 kD",1053,T,YGR274C
1054,vertex,_id,GPT2 strong similarity to SCT1P,1054,A,YKR067W
1055,vertex,_id,"RFC2 DNA replication factor C,41 KD subunit",1055,D,YJR068W
1056,vertex,_id,EFD1 weak similarity to human DNA-binding protein PO-GA and to bacterial H+-transporting ATP synthases,1056,U,YOR144C
1059,vertex,_id,RGD1 similarity to C.elegans GTPase-activating protein,1059,C,YBR260C
1060,vertex,_id,FYV8 weak similarity to Tetrahymena acidic repetitive protein ARP1,1060,U,YGR196C
1061,vertex,_id,RIB1 GTP cyclohydrolase II,1061,M,YBL033C
1063,vertex,_id,RIM11 ser/thr protein kinase,1063,D,YMR139W
1064,vertex,_id,RKI1 D-ribose-5-phosphate ketol-isomerase,1064,E,YOR095C
1065,vertex,_id,VID24 required for vacuolar import and degradation of FBP1P,1065,F,YBR105C
1066,vertex,_id,RNH1 ribonuclease H,1066,D,YMR234W
1068,vertex,_id,ROX3 transcription factor,1068,B,YBL093C
1069,vertex,_id,"RPA12 DNA-directed RNA polymerase I,13.7 KD subunit",1069,T,YJR063W
1070,vertex,_id,"RPB8 DNA-directed RNA polymerase I,II,III 16 KD subunit",1070,T,YOR224C
1071,vertex,_id,"RPB5 DNA-directed RNA polymerase I,II,III 25 KD subunit",1071,T,YBR154C
1072,vertex,_id,"RPO26 DNA-directed RNA polymerase I,II,III 18 KD subunit",1072,T,YPR187W
1073,vertex,_id,"RPB10 DNA-directed polymerase I,II,III 8.3 subunit",1073,T,YOR210W
1074,vertex,_id,"RPA43 DNA-directed RNA polymerase I,36 KD subunit",1074,T,YOR340C
1075,vertex,_id,"RPA49 DNA-directed RNA polymerase A (I) chain,46 kDa",1075,T,YNL248C
1076,vertex,_id,"RPB3 DNA-directed RNA-polymerase II,45 kDa",1076,T,YIL021W
1077,vertex,_id,"TFG1 TFIIF subunit (transcription initiation factor),105 kD",1077,T,YGR186W
1078,vertex,_id,"RPB9 DNA-directed RNA polymerase II,14.2 KD subunit",1078,T,YGL070C
1080,vertex,_id,"RPB4 DNA-directed RNA polymerase II,32 kDa subunit",1080,T,YJL140W
1081,vertex,_id,"RPB11 DNA-directed RNA polymerase II subunit,13.6 kD",1081,T,YOL005C
1082,vertex,_id,IWR1 weak similarity to hypothetical protein D. melanogaster,1082,U,YDL115C
1083,vertex,_id,"TFG2 TFIIF subunit (transcription initiation factor),54 kD",1083,T,YGR005C
1085,vertex,_id,SPT4 transcription elongation protein,1085,T,YGR063C
1086,vertex,_id,"ANC1 TFIIF subunit (transcription initiation factor),30 kD",1086,T,YPL129W
1087,vertex,_id,"RPC25 DNA-direcred RNA polymerase III,25 KD subunit",1087,T,YKL144C
1088,vertex,_id,RPC37 Pol III transcription,1088,T,YKR025W
1089,vertex,_id,"RPC53 DNA-directed RNA polymerase III,47 KD subunit",1089,T,YDL150W
1091,vertex,_id,"RPC31 DNA-directed RNA polymerase III,31 KD subunit",1091,T,YNL151C
1092,vertex,_id,"RPC11 RNA polymerase III subunit C11,required for RNA cleavage activity and transcription termination",1092,T,YDR045C
1094,vertex,_id,YMR075w weak similarity to human Mi-2 protein,1094,U,YMR075W
1095,vertex,_id,DEP1 regulator of phospholipid metabolism,1095,M,YAL013W
1097,vertex,_id,YBR095c weak similarity to hypothetical protein S. pombe,1097,U,YBR095C
1098,vertex,_id,YPL181w weak similarity to YKR029c,1098,U,YPL181W
1099,vertex,_id,RLI1 strong similarity to human RNase L inhibitor and M.jannaschii ABC transporter protein,1099,A,YDR091C
1100,vertex,_id,SUP45 translational release factor,1100,P,YBR143C
1101,vertex,_id,"HCR1 component of translation initiation factor eIF3,has similarity to human eIF3 p35 subunit",1101,P,YLR192C
1102,vertex,_id,RPL23A 60S large subunit ribosomal protein L23.e,1102,P,YBL087C
1103,vertex,_id,YOL098c similarity to hypothetical S.pombe protein,1103,U,YOL098C
1104,vertex,_id,BCP1 similarity to hypothetical protein S. pombe,1104,U,YDR361C
1105,vertex,_id,YPL208w similarity to YHL039w,1105,U,YPL208W
1106,vertex,_id,RPL2A ribosomal protein L8.e,1106,P,YFR031C-A
1107,vertex,_id,"SHM1 serine hydroxymethyltransferase precursor,mitochondrial",1107,M,YBR263W
1108,vertex,_id,YPL009c similarity to M.jannaschii hypothetical protein,1108,U,YPL009C
1109,vertex,_id,DBP2 ATP-dependent RNA helicase of DEAD box family,1109,T,YNL112W
1110,vertex,_id,"ADE3 C1-tetrahydrofolate synthase (trifunctional enzyme),cytoplasmic",1110,M,YGR204W
1111,vertex,_id,RPN7 subunit of the regulatory particle of the proteasome,1111,F,YPR108W
1112,vertex,_id,NAS6 possible homolog of human 26S proteasome regulatory subunit p28,1112,F,YGR232W
1113,vertex,_id,RPT4 26S proteasome regulatory subunit,1113,F,YOR259C
1114,vertex,_id,RPN5 subunit of the regulatory particle of the proteasome,1114,F,YDL147W
1117,vertex,_id,UBP6 ubiquitin-specific protease,1117,F,YFR010W
1119,vertex,_id,MAF1 required for sorting of MOD5P,1119,F,YDR005C
1120,vertex,_id,"RPC19 DNA-directed RNA polymerase I,III 16 KD subunit",1120,T,YNL113W
1122,vertex,_id,RPT1 26S proteasome regulatory subunit,1122,F,YKL145W
1123,vertex,_id,CDC6 cell division control protein,1123,D,YJL194W
1124,vertex,_id,RRI1 similarity to Jun activation domain binding protein homologue of A. thaliana,1124,U,YDL216C
1125,vertex,_id,YOL117w weak similarity to human sodium channel alpha chain HBA,1125,U,YOL117W
1126,vertex,_id,YDR179c weak similarity to hypothetical protein D. melanogaster,1126,U,YDR179C
1127,vertex,_id,YMR025w hypothetical protein,1127,U,YMR025W
1128,vertex,_id,PCI8 hypothetical protein,1128,U,YIL071C
1129,vertex,_id,RRP45 rRNA processing protein,1129,T,YDR280W
1130,vertex,_id,SKI3 antiviral protein,1130,R,YPR189W
1131,vertex,_id,RTS1 potential regulatory subunit of protein phosphatase 2A,1131,R,YOR014W
1132,vertex,_id,SAC2 suppressor of actin mutation,1132,O,YDR484W
1133,vertex,_id,YKR020w hypothetical protein,1133,U,YKR020W
1134,vertex,_id,LUV1 interacts with the beta-tubulin binding protein RBL2P,1134,O,YDR027C
1135,vertex,_id,YFL006w similarity to hypothetical protein TRCDSEMBL:AB024034_15 A. thaliana,1135,U,YFL006W
1136,vertex,_id,SCP160 required for maintenance of exact ploidy,1136,D,YJL080C
1138,vertex,_id,OPI1 negative regulator of phospholipid biosynthesis pathway,1138,M,YHL020C
1140,vertex,_id,NUM1 nuclear migration protein,1140,D,YDR150W
1141,vertex,_id,STT4 phosphatidylinositol-4-kinase,1141,C,YLR305C
1142,vertex,_id,OSH2 similarity to SWH1P,1142,M,YDL019C
1143,vertex,_id,SWH1 similarity to mammalian oxysterol-binding proteins,1143,M,YAR042W
1144,vertex,_id,SDS22 regulatory subunit for the mitotic function of type I protein phosphatase,1144,D,YKL193C
1145,vertex,_id,PGI1 glucose-6-phosphate isomerase,1145,E,YBR196C
1147,vertex,_id,NUP84 nuclear pore protein,1147,O,YDL116W
1149,vertex,_id,SEC16 multidomain vesicle coat protein,1149,O,YPL085W
1150,vertex,_id,NUP145 nuclear pore protein,1150,O,YGL092W
1151,vertex,_id,SEC23 component of COPII coat of ER-golgi vesicles,1151,O,YPR181C
1152,vertex,_id,STM1 specific affinity for guanine-rich quadruplex nucleic acids,1152,T,YLR150W
1154,vertex,_id,SEC66 ER protein-translocation complex subunit,1154,F,YBR171W
1156,vertex,_id,ANP1 required for protein glycosylation in the golgi,1156,F,YEL036C
1157,vertex,_id,SEC72 ER protein-translocation complex subunit,1157,O,YLR292C
1158,vertex,_id,MNN10 subunit of mannosyltransferase complex,1158,F,YDR245W
1159,vertex,_id,"KTR3 alpha-1,2-mannosyltransferase",1159,F,YBR205W
1160,vertex,_id,CSE1 importin-beta-like protein,1160,O,YGL238W
1161,vertex,_id,YFR044c similarity to hypothetical protein YBR281c,1161,U,YFR044C
1162,vertex,_id,SER3 3-phosphoglycerate dehydrogenase,1162,G,YER081W
1163,vertex,_id,SER33 3-phosphoglycerate dehydrogenase,1163,G,YIL074C
1164,vertex,_id,PHO12 secreted acid phosphatase,1164,M,YHR215W
1165,vertex,_id,SET2 enhancer of zeste-like,1165,T,YJL168C
1167,vertex,_id,"SHM2 serine hydroxymethyltransferase,cytoplasmic",1167,M,YLR058C
1168,vertex,_id,HOS2 putative histone deacetylase,1168,D,YGL194C
1169,vertex,_id,YKR029c similarity to YJL105w and Lentinula MFBA protein,1169,U,YKR029C
1170,vertex,_id,MOT2 transcriptional repressor,1170,B,YER068W
1171,vertex,_id,YDL076c weak similarity to hypothetical protein S. pombe,1171,U,YDL076C
1172,vertex,_id,TUP1 general transcription repressor,1172,B,YCR084C
1173,vertex,_id,ABF2 high mobility group protein,1173,D,YMR072W
1175,vertex,_id,SIR4 silencing regulatory and DNA-repair protein,1175,C,YDR227W
1176,vertex,_id,"BGL2 endo-beta-1,3-glucanase of the cell wall",1176,M,YGR282C
1177,vertex,_id,NET1 required for rDNA silencing and nucleolar integrity,1177,T,YJL076W
1179,vertex,_id,SAP190 SIT4P-associated protein,1179,D,YKR028W
1180,vertex,_id,SAP155 SIT4P-associated protein,1180,D,YFR040W
1181,vertex,_id,SAP185 SIT4P-associating protein,1181,C,YJL098W
1182,vertex,_id,YOR267c similarity to ser/thr protein kinases,1182,U,YOR267C
1183,vertex,_id,CDC25 GDP/GTP exchange factor for RAS1P and RAS2P,1183,D,YLR310C
1184,vertex,_id,YKL195w similarity to rabbit histidine-rich calcium-binding protein,1184,U,YKL195W
1185,vertex,_id,YNL101w similarity to YKL146w,1185,U,YNL101W
1186,vertex,_id,YNL187w hypothetical protein,1186,U,YNL187W
1187,vertex,_id,"CCT2 chaperonin of the TCP1 ring complex,cytosolic",1187,F,YIL142W
1188,vertex,_id,SLA1 cytoskeleton assembly control protein,1188,C,YBL007C
1189,vertex,_id,BZZ1 similarity to S.pombe hypothetical protein and human protein-tyrosine kinase fer,1189,U,YHR114W
1191,vertex,_id,YPR171w hypothetical protein,1191,U,YPR171W
1193,vertex,_id,ECM25 involved in cell wall biogenesis and architecture,1193,C,YJL201W
1194,vertex,_id,SLC1 fatty acyltransferase,1194,M,YDL052C
1195,vertex,_id,SLU7 pre-mRNA splicing factor affecting 3 splice site choice,1195,T,YDR088C
1196,vertex,_id,PRP18 U5 snRNA-associated protein,1196,T,YGR006W
1197,vertex,_id,SLY1 hydrophilic suppressor of YPT1 and member of the SEC1P family,1197,O,YDR189W
1198,vertex,_id,SEC17 transport vesicle fusion protein,1198,O,YBL050W
1199,vertex,_id,YKT6 SNARE protein for Endoplasmic Reticulum-Golgi transport,1199,O,YKL196C
1200,vertex,_id,SMD1 snRNA-associated protein,1200,T,YGR074W
1201,vertex,_id,"SME1 spliceosomal snRNA-associated Sm core protein required for mRNA splicing,also likely associated with telomerase TLC1 RNA",1201,T,YOR159C
1202,vertex,_id,SMX2 snRNP G protein (the homologue of the human Sm-G),1202,T,YFL017W-A
1203,vertex,_id,YJR084w weak similarity to S.pombe hypothetical protein SPAC1B3.08,1203,U,YJR084W
1204,vertex,_id,BRR1 involved in snRNP biogenesis,1204,T,YPR057W
1205,vertex,_id,MSL1 U2 snRNA-associated protein with similarity to U2B,1205,T,YIR009W
1206,vertex,_id,SMY2 kinesin-related protein,1206,O,YBR172C
1208,vertex,_id,SNF4 nuclear regulatory protein,1208,B,YGL115W
1210,vertex,_id,SIP2 dominant suppressor of some ts mutations in RPO21 and PRP4,1210,M,YGL208W
1211,vertex,_id,SIP1 multicopy suppressor of SNF1,1211,M,YDR422C
1213,vertex,_id,SNF5 component of SWI/SNF transcription activator complex,1213,B,YBR289W
1214,vertex,_id,SNF6 global transcription activator,1214,B,YHL025W
1215,vertex,_id,Unknow protein !!!,1215,U,YMR033W
1216,vertex,_id,SNF12 component of SWI/SNF global transcription activator complex,1216,B,YNR023W
1217,vertex,_id,YFL049w weak similarity to NPL6P,1217,U,YFL049W
1218,vertex,_id,SPE3 putrescine aminopropyltransferase (spermidine synthase),1218,M,YPR069C
1219,vertex,_id,SPE4 spermine synthase,1219,M,YLR146C
1220,vertex,_id,SPF1 P-type ATPase,1220,A,YEL031W
1221,vertex,_id,SPO7 meiotic protein,1221,D,YAL009W
1224,vertex,_id,POB3 protein that binds to DNA polymerase I (PolI),1224,D,YML069W
1225,vertex,_id,SPT6 transcription elongation protein,1225,T,YGR116W
1226,vertex,_id,Unknow protein !!!,1226,U,YPR133C
1227,vertex,_id,TAF17 TFIID and SAGA subunit,1227,T,YMR236W
1228,vertex,_id,NGG1 general transcriptional adaptor or co-activator,1228,B,YDR176W
1229,vertex,_id,"UBP8 similarity to mouse deubiquitinating enzyme and UBP13P,UBP9,DOA4P",1229,F,YMR223W
1232,vertex,_id,GCN5 histone acetyltransferase,1232,B,YGR252W
1233,vertex,_id,HFI1 transcriptional coactivator,1233,B,YPL254W
1234,vertex,_id,YCL010c strong similarity to Saccharomyces pastorianus hypothetical protein LgYCL010c,1234,U,YCL010C
1235,vertex,_id,SPT20 member of the TBP class of SPT proteins that alter transcription site selection,1235,B,YOL148C
1236,vertex,_id,"SSN8 DNA-directed RNA polymerase II holoenzyme  and Kornbergs mediator (SRB) subcomplex subunit,cyclin C homolog",1236,T,YNL025C
1237,vertex,_id,MLP1 myosin-like protein related to USO1P,1237,D,YKR095W
1239,vertex,_id,"SRP102 signal recognition particle receptor,beta chain",1239,F,YKL154W
1241,vertex,_id,SEC65 signal recognition particle subunit,1241,F,YML105C
1242,vertex,_id,SRP21 signal recognition particle subunit,1242,F,YKL122C
1243,vertex,_id,SRP14 signal recognition particle subunit,1243,F,YDL092W
1244,vertex,_id,SRP72 signal recognition particle protein,1244,F,YPL210C
1245,vertex,_id,SRP68 signal recognition particle protein,1245,F,YPL243W
1248,vertex,_id,TSA1 thiol-specific antioxidant,1248,R,YML028W
1249,vertex,_id,SSF1 mating protein,1249,C,YHR066W
1250,vertex,_id,EBP2 required for pre-rRNA processing and ribosomal subunit assembly,1250,T,YKL172W
1251,vertex,_id,STE20 ser/thr protein kinase of the pheromone pathway,1251,A,YHL007C
1252,vertex,_id,BUR2 divergent CDK-cyclin complex,1252,T,YLR226W
