_id,_inV,_label,_outV,_type,item
10943,1912,U-B,1043,edge,_label
10951,2248,U-T,1043,edge,_label
10993,1267,T-T,1053,edge,_label
11001,1271,T-P,1053,edge,_label
11009,1379,T-U,1053,edge,_label
11067,1839,D-A,1063,edge,_label
11073,2279,D-M,1063,edge,_label
11098,1069,T-T,1070,edge,_label
11101,1072,T-T,1069,edge,_label
11105,1074,T-T,1069,edge,_label
11117,1078,T-T,1071,edge,_label
11141,1078,T-T,1076,edge,_label
11153,1563,T-F,1076,edge,_label
11198,1086,C-T,1181,edge,_label
11199,1326,T-B,1086,edge,_label
11208,1087,T-T,1089,edge,_label
11215,1808,A-B,1099,edge,_label
11217,1100,P-P,1100,edge,_label
11218,1100,P-P,1100,edge,_label
11219,1261,P-P,1100,edge,_label
11228,1100,B-P,1808,edge,_label
11234,1102,U-P,1105,edge,_label
11240,1106,M-P,1107,edge,_label
11248,1109,U-T,1392,edge,_label
11257,1900,F-R,1111,edge,_label
11263,1114,F-F,1113,edge,_label
11287,1640,F-M,1114,edge,_label
11325,1125,U-U,1124,edge,_label
11349,1136,D-D,1136,edge,_label
11350,1136,D-D,1136,edge,_label
11395,1208,D-B,1144,edge,_label
11396,1144,B-D,1208,edge,_label
11409,1722,D-U,1144,edge,_label
11416,1145,U-E,1376,edge,_label
11427,1150,O-O,1147,edge,_label
11458,1154,O-F,1157,edge,_label
11459,2135,F-F,1159,edge,_label
11466,1162,G-G,1162,edge,_label
11468,1162,G-G,1163,edge,_label
11487,1491,B-C,1172,edge,_label
11508,1177,B-T,1714,edge,_label
11540,1183,U-D,1407,edge,_label
11545,1710,F-U,1187,edge,_label
11566,1187,C-F,2355,edge,_label
11578,1188,C-C,1193,edge,_label
11598,1195,T-T,1196,edge,_label
11693,1220,A-A,1220,edge,_label
11694,1220,A-A,1220,edge,_label
11699,1226,T-U,1225,edge,_label
11704,1227,B-T,1275,edge,_label
11750,1249,B-C,1808,edge,_label
11776,1256,U-T,2006,edge,_label
11783,1262,P-F,1261,edge,_label
11800,1272,B-B,1275,edge,_label
11811,1667,C-R,1276,edge,_label
11812,1276,R-C,1667,edge,_label
11825,1282,A-U,1281,edge,_label
11830,1283,P-P,1285,edge,_label
11849,1294,M-M,1294,edge,_label
11850,1294,M-M,1294,edge,_label
11883,1680,C-C,1309,edge,_label
11907,2315,C-U,1310,edge,_label
11941,2261,M-U,1311,edge,_label
11975,1801,F-F,1333,edge,_label
11989,1340,F-U,1337,edge,_label
12031,1350,M-M,1350,edge,_label
12039,1983,M-U,1350,edge,_label
12085,1362,O-O,1362,edge,_label
12086,1362,O-O,1362,edge,_label
12096,1368,O-O,1368,edge,_label
12117,1378,D-D,1377,edge,_label
12124,1377,U-D,1628,edge,_label
12138,1377,D-D,1648,edge,_label
12139,1649,D-U,1377,edge,_label
12171,1387,B-U,1386,edge,_label
12177,1390,B-U,1386,edge,_label
12223,1397,U-U,1397,edge,_label
12224,1397,U-U,1397,edge,_label
12225,1398,U-U,1398,edge,_label
12226,1398,U-U,1398,edge,_label
12228,1398,C-U,1680,edge,_label
12235,1402,U-U,1402,edge,_label
12236,1402,U-U,1402,edge,_label
12237,1403,U-U,1403,edge,_label
12270,1418,O-R,1509,edge,_label
12271,1573,R-M,1418,edge,_label
12280,1418,M-R,1737,edge,_label
12471,1469,E-E,1469,edge,_label
12473,1470,U-U,1470,edge,_label
12474,1470,U-U,1470,edge,_label
12501,2273,F-D,1476,edge,_label
12511,2273,M-D,1477,edge,_label
12515,1931,E-M,1478,edge,_label
12525,2252,U-U,1479,edge,_label
12530,1480,U-A,1707,edge,_label
12534,1480,P-A,2030,edge,_label
12541,1527,E-O,1484,edge,_label
12556,1485,D-C,2334,edge,_label
12564,1487,D-E,1635,edge,_label
12567,1923,E-D,1487,edge,_label
12581,2307,E-F,1487,edge,_label
12583,1635,P-D,1489,edge,_label
12585,2022,P-T,1489,edge,_label
12586,1489,T-P,2022,edge,_label
12591,1613,C-U,1491,edge,_label
12607,2022,E-T,1493,edge,_label
12641,2225,F-G,1498,edge,_label
12642,1498,G-F,2225,edge,_label
12650,1501,C-P,1565,edge,_label
12656,1501,P-P,2030,edge,_label
12737,1563,A-F,1516,edge,_label
12775,1629,T-U,1520,edge,_label
12785,2238,T-F,1520,edge,_label
12800,1523,C-D,2127,edge,_label
12817,1920,O-F,1530,edge,_label
12822,1532,F-U,1665,edge,_label
12829,1666,E-F,1534,edge,_label
12837,1568,M-D,1537,edge,_label
12846,1544,C-E,1680,edge,_label
12849,1728,E-O,1545,edge,_label
12866,1548,T-O,2022,edge,_label
12899,1700,C-F,1554,edge,_label
12902,1554,U-C,1701,edge,_label
12917,1680,E-C,1557,edge,_label
12921,2053,E-D,1557,edge,_label
12933,1561,D-M,1560,edge,_label
12936,1560,U-D,1562,edge,_label
12943,1966,U-R,1562,edge,_label
12946,1563,C-F,1647,edge,_label
12953,1997,F-U,1563,edge,_label
12963,2014,F-D,1564,edge,_label
12998,1577,U-M,1972,edge,_label
13042,1587,C-F,2090,edge,_label
13044,1587,U-F,2268,edge,_label
13045,2306,F-D,1587,edge,_label
13047,2355,F-C,1587,edge,_label
13068,1590,D-O,1948,edge,_label
13140,1602,C-E,2090,edge,_label
13146,1602,U-E,2266,edge,_label
13151,1680,F-C,1605,edge,_label
13154,1605,F-F,2013,edge,_label
13193,2030,R-P,1610,edge,_label
13194,1610,P-R,2030,edge,_label
13199,2299,R-D,1610,edge,_label
13208,1614,G-D,1618,edge,_label
13213,1621,D-F,1614,edge,_label
13229,1870,F-U,1615,edge,_label
13255,1886,G-U,1618,edge,_label
13259,1983,G-U,1618,edge,_label
13289,2248,F-T,1624,edge,_label
13299,1627,R-U,1625,edge,_label
13302,1627,D-U,1831,edge,_label
13315,1940,U-M,1629,edge,_label
13326,1633,P-D,1634,edge,_label
13332,1637,U-M,2036,edge,_label
13367,1726,F-C,1646,edge,_label
13383,2127,F-C,1646,edge,_label
13386,1646,D-F,2257,edge,_label
13390,1646,D-F,2308,edge,_label
13397,1792,C-G,1647,edge,_label
13400,1647,D-C,1948,edge,_label
13407,2299,C-D,1647,edge,_label
13414,1650,U-O,2036,edge,_label
13416,1650,U-O,2137,edge,_label
13420,1651,G-O,1744,edge,_label
13466,1666,U-F,1690,edge,_label
13505,1710,F-U,1678,edge,_label
13547,1695,C-G,1680,edge,_label
13562,1691,U-U,1983,edge,_label
13564,1691,D-U,2257,edge,_label
13567,2334,U-D,1691,edge,_label
13570,1695,R-G,1966,edge,_label
13587,1713,U-U,1707,edge,_label
13592,1709,U-U,1710,edge,_label
13594,1710,U-U,1711,edge,_label
13603,1715,B-U,1714,edge,_label
13636,1726,B-C,2045,edge,_label
13647,2132,C-U,1726,edge,_label
13648,1726,U-C,2132,edge,_label
13661,2022,G-T,1733,edge,_label
13671,2090,M-C,1739,edge,_label
13679,1815,F-F,1742,edge,_label
13691,1754,U-U,1751,edge,_label
13732,1770,T-B,2022,edge,_label
13737,1900,D-R,1772,edge,_label
13743,2044,D-D,1772,edge,_label
13754,1779,C-M,2090,edge,_label
13760,1781,F-M,2289,edge,_label
13763,1915,M-U,1785,edge,_label
13777,1790,M-R,1788,edge,_label
13805,2030,P-P,1814,edge,_label
13813,1821,F-M,1817,edge,_label
13823,2053,E-D,1820,edge,_label
13832,1828,O-D,1829,edge,_label
13835,2006,D-U,1828,edge,_label
13911,1882,D-F,1880,edge,_label
13912,1880,F-D,1882,edge,_label
13922,1886,U-U,2235,edge,_label
13928,1896,U-D,1930,edge,_label
13931,2062,D-U,1896,edge,_label
13937,2065,D-M,1896,edge,_label
13954,1900,U-R,1950,edge,_label
13984,1912,B-B,2178,edge,_label
13992,1912,R-B,2182,edge,_label
14012,1919,D-M,2096,edge,_label
14017,1960,F-O,1920,edge,_label
14021,1924,D-D,1923,edge,_label
14042,1950,U-U,2015,edge,_label
14075,2057,R-D,1966,edge,_label
14078,1966,U-R,2078,edge,_label
14116,1983,U-U,1987,edge,_label
14124,1989,D-M,2096,edge,_label
14131,2189,C-D,2001,edge,_label
14132,2001,D-C,2189,edge,_label
14143,2320,U-U,2006,edge,_label
14193,2054,D-E,2053,edge,_label
14198,2054,A-E,2264,edge,_label
14214,2065,D-M,2143,edge,_label
14225,2080,U-C,2078,edge,_label
14246,2120,A-D,2264,edge,_label
14269,2312,D-U,2143,edge,_label
14271,2145,O-G,2144,edge,_label
14273,2151,R-A,2150,edge,_label
14280,2158,U-U,2160,edge,_label
14305,2211,C-R,2209,edge,_label
14335,2334,E-D,2275,edge,_label
14344,2299,E-D,2300,edge,_label
14347,2309,D-C,2308,edge,_label
14349,2310,D-M,2308,edge,_label
14354,2323,G-U,2324,edge,_label
7,1041,T-D,2,edge,_label
18,2,B-T,1275,edge,_label
48,4,U-M,1972,edge,_label
77,784,C-D,6,edge,_label
93,1180,C-D,6,edge,_label
101,1184,C-U,6,edge,_label
126,6,E-C,1578,edge,_label
135,227,F-C,7,edge,_label
156,7,C-F,2090,edge,_label
163,10,M-M,10,edge,_label
164,10,M-M,10,edge,_label
166,10,P-M,11,edge,_label
168,10,O-M,907,edge,_label
183,252,P-U,11,edge,_label
207,644,M-C,12,edge,_label
209,13,T-T,13,edge,_label
223,14,G-G,14,edge,_label
224,14,G-G,14,edge,_label
231,352,M-D,15,edge,_label
232,15,D-M,352,edge,_label
247,17,M-M,17,edge,_label
248,17,M-M,17,edge,_label
261,18,M-M,18,edge,_label
262,18,M-M,18,edge,_label
347,392,D-D,24,edge,_label
354,27,D-D,392,edge,_label
369,32,F-O,30,edge,_label
371,183,O-B,31,edge,_label
373,338,O-D,31,edge,_label
381,648,O-U,31,edge,_label
395,1357,O-A,31,edge,_label
396,31,A-O,1357,edge,_label
397,1358,O-A,31,edge,_label
421,33,O-O,33,edge,_label
422,33,O-O,33,edge,_label
429,37,O-G,33,edge,_label
438,35,U-O,122,edge,_label
445,165,O-T,35,edge,_label
451,425,O-C,35,edge,_label
452,35,C-O,425,edge,_label
457,1016,O-U,35,edge,_label
462,35,M-O,1640,edge,_label
464,35,F-O,1767,edge,_label
467,1874,O-P,35,edge,_label
469,1875,O-U,35,edge,_label
471,1876,O-F,35,edge,_label
482,37,T-G,490,edge,_label
498,39,P-T,126,edge,_label
503,391,T-T,39,edge,_label
508,39,T-T,566,edge,_label
551,48,O-O,45,edge,_label
560,46,D-T,275,edge,_label
562,46,D-T,278,edge,_label
573,442,T-T,46,edge,_label
576,46,B-T,549,edge,_label
584,46,T-T,1225,edge,_label
619,55,O-O,52,edge,_label
622,52,O-O,56,edge,_label
656,54,M-O,1210,edge,_label
677,76,O-F,57,edge,_label
688,57,T-O,509,edge,_label
695,1040,O-B,57,edge,_label
717,1525,O-B,57,edge,_label
732,57,C-O,2090,edge,_label
747,284,E-T,58,edge,_label
760,58,D-E,1041,edge,_label
790,59,U-C,1612,edge,_label
798,60,O-D,63,edge,_label
818,61,T-U,302,edge,_label
820,61,T-U,341,edge,_label
821,382,U-T,61,edge,_label
825,416,U-F,61,edge,_label
833,423,U-U,61,edge,_label
842,61,T-U,433,edge,_label
843,442,U-T,61,edge,_label
844,61,T-U,442,edge,_label
858,61,D-U,643,edge,_label
859,644,U-C,61,edge,_label
876,61,T-U,1019,edge,_label
878,61,U-U,1028,edge,_label
951,1424,P-U,64,edge,_label
953,1555,P-U,64,edge,_label
975,69,G-D,68,edge,_label
983,73,G-F,68,edge,_label
996,68,D-G,836,edge,_label
1002,68,F-G,1817,edge,_label
1014,69,T-D,299,edge,_label
1025,867,D-U,69,edge,_label
1063,143,M-G,71,edge,_label
1065,238,M-P,71,edge,_label
1070,71,T-M,566,edge,_label
1076,71,F-M,1034,edge,_label
1078,71,D-M,1041,edge,_label
1097,396,R-C,72,edge,_label
1125,1033,F-D,73,edge,_label
1140,74,U-R,319,edge,_label
1151,1568,R-D,74,edge,_label
1189,120,U-U,78,edge,_label
1190,78,U-U,120,edge,_label
1294,84,D-B,1948,edge,_label
1313,91,C-C,90,edge,_label
1324,92,D-D,188,edge,_label
1331,95,O-O,93,edge,_label
1332,93,O-O,95,edge,_label
1396,104,F-F,105,edge,_label
1411,113,C-M,107,edge,_label
1415,1566,C-U,107,edge,_label
1476,116,U-U,116,edge,_label
1508,118,T-C,272,edge,_label
1531,122,U-U,120,edge,_label
1550,120,U-U,131,edge,_label
1552,120,U-U,132,edge,_label
1557,135,U-U,120,edge,_label
1571,238,U-P,120,edge,_label
1632,120,P-U,1814,edge,_label
1633,126,U-P,121,edge,_label
1637,132,U-U,121,edge,_label
1653,126,U-P,122,edge,_label
1664,122,T-U,165,edge,_label
1666,122,U-U,252,edge,_label
1671,697,U-T,122,edge,_label
1680,122,U-U,1915,edge,_label
1685,126,U-P,123,edge,_label
1694,123,D-U,134,edge,_label
1708,123,U-U,1532,edge,_label
1728,126,U-P,131,edge,_label
1740,126,T-P,166,edge,_label
1743,168,P-P,126,edge,_label
1744,126,P-P,168,edge,_label
1757,245,P-U,126,edge,_label
1765,249,P-U,126,edge,_label
1774,126,P-P,253,edge,_label
1779,492,P-U,126,edge,_label
1783,1249,P-C,126,edge,_label
1790,126,U-P,1981,edge,_label
1853,849,U-O,130,edge,_label
1857,2017,U-O,130,edge,_label
1874,131,T-U,165,edge,_label
1883,243,U-D,131,edge,_label
1886,131,T-U,246,edge,_label
1887,248,U-T,131,edge,_label
1914,132,U-U,252,edge,_label
1918,132,O-U,443,edge,_label
1971,135,D-U,134,edge,_label
1977,249,D-U,134,edge,_label
1990,135,D-U,243,edge,_label
1998,135,U-U,252,edge,_label
1999,442,U-T,135,edge,_label
2035,1915,U-U,135,edge,_label
2040,135,D-U,2010,edge,_label
2077,199,T-P,137,edge,_label
2135,1959,U-U,138,edge,_label
2228,146,O-T,158,edge,_label
2234,146,P-T,161,edge,_label
2353,1010,O-T,148,edge,_label
2417,152,T-T,150,edge,_label
2422,150,T-T,154,edge,_label
2423,155,T-T,150,edge,_label
2441,687,T-T,150,edge,_label
2454,150,T-T,1202,edge,_label
2468,152,T-T,505,edge,_label
2477,153,U-U,153,edge,_label
2478,153,U-U,153,edge,_label
2484,153,T-U,157,edge,_label
2494,153,P-U,170,edge,_label
2501,367,U-T,153,edge,_label
2513,845,U-T,153,edge,_label
2525,1202,U-T,153,edge,_label
2532,153,U-U,1253,edge,_label
2542,153,D-U,1258,edge,_label
2577,691,T-T,155,edge,_label
2580,155,T-T,845,edge,_label
2583,234,O-B,156,edge,_label
2592,156,O-O,399,edge,_label
2604,156,U-O,2268,edge,_label
2613,254,O-D,158,edge,_label
2666,161,P-P,826,edge,_label
2671,1392,P-U,161,edge,_label
2727,166,U-T,163,edge,_label
2751,430,U-U,163,edge,_label
2753,433,U-T,163,edge,_label
2759,640,U-T,163,edge,_label
2764,163,D-U,643,edge,_label
2781,165,T-T,164,edge,_label
2799,165,T-T,165,edge,_label
2800,165,T-T,165,edge,_label
2811,248,T-T,165,edge,_label
2818,165,C-T,425,edge,_label
2827,491,T-U,165,edge,_label
2831,642,T-U,165,edge,_label
2854,166,T-T,272,edge,_label
2856,166,F-T,416,edge,_label
2869,1028,T-U,166,edge,_label
2874,166,B-T,1714,edge,_label
2959,2010,U-D,169,edge,_label
2990,170,U-P,768,edge,_label
2992,170,P-P,826,edge,_label
3009,2112,P-D,170,edge,_label
3014,171,F-U,416,edge,_label
3015,422,U-U,171,edge,_label
3021,492,U-U,171,edge,_label
3026,171,U-U,1412,edge,_label
3085,811,B-B,176,edge,_label
3087,849,B-O,176,edge,_label
3155,208,B-T,181,edge,_label
3171,183,B-B,183,edge,_label
3240,185,M-P,1194,edge,_label
3328,189,C-D,2001,edge,_label
3337,309,D-A,190,edge,_label
3341,311,D-U,190,edge,_label
3346,190,D-D,313,edge,_label
3365,1602,D-E,192,edge,_label
3378,194,M-D,1432,edge,_label
3417,1795,C-G,196,edge,_label
3419,1919,C-M,196,edge,_label
3426,196,M-C,2343,edge,_label
3448,198,U-D,647,edge,_label
3449,837,D-D,198,edge,_label
3466,199,U-P,492,edge,_label
3480,199,U-P,1021,edge,_label
3513,2257,P-D,199,edge,_label
3515,2273,P-D,199,edge,_label
3524,201,D-C,1055,edge,_label
3578,204,F-B,206,edge,_label
3581,357,D-T,207,edge,_label
3586,208,T-T,1289,edge,_label
3722,210,B-O,523,edge,_label
3728,210,U-O,1004,edge,_label
3744,210,A-O,1895,edge,_label
3755,211,D-D,211,edge,_label
3756,211,D-D,211,edge,_label
3813,399,G-O,213,edge,_label
3821,664,G-M,213,edge,_label
3826,213,M-G,1350,edge,_label
3842,214,T-B,302,edge,_label
3845,403,B-B,214,edge,_label
3854,214,U-B,1094,edge,_label
3876,217,E-D,220,edge,_label
3882,217,U-D,223,edge,_label
3884,217,U-D,224,edge,_label
3902,219,O-P,318,edge,_label
3904,219,T-P,480,edge,_label
3932,222,T-C,472,edge,_label
3939,225,F-F,225,edge,_label
3940,225,F-F,225,edge,_label
3945,708,D-D,226,edge,_label
3959,227,C-C,227,edge,_label
3979,237,C-B,227,edge,_label
3996,227,F-C,1678,edge,_label
4008,229,P-D,777,edge,_label
4025,236,C-C,231,edge,_label
4031,960,C-F,231,edge,_label
4040,231,F-C,964,edge,_label
4047,968,C-F,231,edge,_label
4055,972,C-F,231,edge,_label
4062,231,T-C,1081,edge,_label
4065,1279,C-C,231,edge,_label
4086,232,R-C,1131,edge,_label
4097,2072,C-P,232,edge,_label
4098,232,P-C,2072,edge,_label
4109,234,B-B,234,edge,_label
4110,234,B-B,234,edge,_label
4123,236,C-C,236,edge,_label
4124,236,C-C,236,edge,_label
4125,685,C-D,236,edge,_label
4129,1131,C-R,236,edge,_label
4130,236,R-C,1131,edge,_label
4139,2082,C-U,236,edge,_label
4153,435,B-U,237,edge,_label
4171,238,P-P,238,edge,_label
4172,238,P-P,238,edge,_label
4183,1283,P-P,238,edge,_label
4196,238,D-P,1896,edge,_label
4206,238,D-P,2273,edge,_label
4232,239,U-T,1915,edge,_label
4256,243,C-D,290,edge,_label
4275,2040,D-D,243,edge,_label
4280,243,U-D,2105,edge,_label
4297,1249,T-C,246,edge,_label
4303,547,B-U,247,edge,_label
4306,247,U-B,548,edge,_label
4313,1249,T-C,248,edge,_label
4323,996,U-P,249,edge,_label
4379,1538,U-U,252,edge,_label
4391,1794,U-F,252,edge,_label
4393,1795,U-G,252,edge,_label
4407,253,P-P,253,edge,_label
4408,253,P-P,253,edge,_label
4412,253,T-P,299,edge,_label
4428,253,P-P,1100,edge,_label
4431,1259,P-T,253,edge,_label
4435,254,D-D,254,edge,_label
4436,254,D-D,254,edge,_label
4456,254,T-D,264,edge,_label
4459,266,D-T,254,edge,_label
4469,271,D-T,254,edge,_label
4470,254,T-D,271,edge,_label
4477,365,T-T,255,edge,_label
4483,1201,T-T,255,edge,_label
4485,1202,T-T,255,edge,_label
4493,264,C-T,257,edge,_label
4511,992,T-T,260,edge,_label
4512,260,T-T,992,edge,_label
4521,264,D-T,261,edge,_label
4531,365,D-T,261,edge,_label
4550,263,T-P,509,edge,_label
4551,673,P-T,263,edge,_label
4557,872,P-T,263,edge,_label
4561,992,P-T,263,edge,_label
4581,1202,T-T,264,edge,_label
4607,366,T-T,266,edge,_label
4625,611,T-M,268,edge,_label
4628,268,C-T,644,edge,_label
4630,268,T-T,688,edge,_label
4680,273,P-R,1102,edge,_label
4688,275,T-D,299,edge,_label
4692,275,T-D,302,edge,_label
4694,275,T-D,362,edge,_label
4697,530,D-U,275,edge,_label
4724,276,U-F,867,edge,_label
4742,277,G-E,633,edge,_label
4770,278,C-D,1647,edge,_label
4866,284,T-T,287,edge,_label
4871,290,T-C,284,edge,_label
4878,284,T-T,293,edge,_label
4894,285,T-T,289,edge,_label
4915,286,T-T,286,edge,_label
4916,286,T-T,286,edge,_label
4917,287,T-T,286,edge,_label
4921,290,T-C,286,edge,_label
4923,291,T-U,286,edge,_label
4930,286,T-T,294,edge,_label
4944,287,T-T,289,edge,_label
4947,291,T-U,287,edge,_label
4956,287,A-T,295,edge,_label
4957,316,T-T,287,edge,_label
4961,543,T-T,287,edge,_label
4971,293,U-T,288,edge,_label
5012,290,T-C,474,edge,_label
5034,290,T-C,1254,edge,_label
5036,290,P-C,1440,edge,_label
5042,290,E-C,1487,edge,_label
5058,290,U-C,1538,edge,_label
5064,290,M-C,1931,edge,_label
5095,918,T-O,292,edge,_label
5112,294,T-T,315,edge,_label
5123,748,T-B,294,edge,_label
5176,299,U-T,663,edge,_label
5178,299,U-T,1028,edge,_label
5211,1225,T-T,301,edge,_label
5244,302,D-T,834,edge,_label
5250,302,U-T,1021,edge,_label
5251,1028,T-U,302,edge,_label
5259,1224,T-D,302,edge,_label
5265,1309,T-C,302,edge,_label
5272,302,U-T,1555,edge,_label
5279,1775,T-F,302,edge,_label
5283,1808,T-B,302,edge,_label
5290,302,D-T,2053,edge,_label
5353,2267,P-U,307,edge,_label
5371,865,O-P,318,edge,_label
5389,325,O-O,321,edge,_label
5392,321,U-O,1870,edge,_label
5408,323,C-O,425,edge,_label
5435,1554,E-C,328,edge,_label
5449,2270,E-U,328,edge,_label
5465,2172,E-D,329,edge,_label
5476,330,E-E,333,edge,_label
5481,335,F-U,334,edge,_label
5490,334,T-F,581,edge,_label
5492,334,D-F,854,edge,_label
5508,334,D-F,1896,edge,_label
5517,2172,F-D,334,edge,_label
5531,1213,B-B,336,edge,_label
5562,339,T-M,342,edge,_label
5566,339,T-M,344,edge,_label
5574,339,T-M,348,edge,_label
5607,1129,T-T,342,edge,_label
5608,342,T-T,1129,edge,_label
5616,344,T-T,346,edge,_label
5622,344,T-T,1129,edge,_label
5625,346,M-T,345,edge,_label
5640,346,D-T,383,edge,_label
5657,703,T-F,348,edge,_label
5695,353,D-D,352,edge,_label
5704,352,D-D,946,edge,_label
5706,352,D-D,949,edge,_label
5717,1557,D-E,352,edge,_label
5721,1846,D-D,352,edge,_label
5722,352,D-D,1846,edge,_label
5729,925,D-F,353,edge,_label
5730,353,F-D,925,edge,_label
5734,353,D-D,1055,edge,_label
5750,355,D-F,854,edge,_label
5774,357,B-T,360,edge,_label
5776,357,C-T,425,edge,_label
5788,358,F-T,1605,edge,_label
5806,361,U-T,1626,edge,_label
5812,365,T-T,367,edge,_label
5824,365,T-T,988,edge,_label
5828,366,E-T,631,edge,_label
5835,1201,T-T,366,edge,_label
5845,1010,T-T,367,edge,_label
5851,988,T-T,368,edge,_label
5861,988,T-T,369,edge,_label
5866,369,M-T,1167,edge,_label
5870,369,A-T,1281,edge,_label
5878,369,U-T,1689,edge,_label
5881,688,T-T,370,edge,_label
5894,371,T-T,505,edge,_label
5913,373,C-C,372,edge,_label
5920,372,T-C,697,edge,_label
5927,2251,C-D,372,edge,_label
5946,373,U-C,2266,edge,_label
5949,430,M-U,374,edge,_label
6008,378,U-E,380,edge,_label
6010,378,T-E,381,edge,_label
6012,378,T-E,671,edge,_label
6014,378,U-E,677,edge,_label
6023,784,T-D,381,edge,_label
6054,386,E-D,1557,edge,_label
6112,390,E-T,746,edge,_label
6116,390,T-T,875,edge,_label
6124,390,T-T,1072,edge,_label
6128,390,T-T,1088,edge,_label
6138,390,F-T,1119,edge,_label
6152,391,T-T,1070,edge,_label
6158,391,T-T,1073,edge,_label
6197,549,O-B,398,edge,_label
6229,537,O-B,399,edge,_label
6236,399,F-O,588,edge,_label
6250,399,F-O,963,edge,_label
6255,997,O-C,399,edge,_label
6258,399,D-O,998,edge,_label
6259,999,O-F,399,edge,_label
6265,1002,O-D,399,edge,_label
6316,406,D-U,854,edge,_label
6359,424,F-U,416,edge,_label
6360,416,U-F,424,edge,_label
6398,417,U-U,422,edge,_label
6404,418,C-P,644,edge,_label
6464,425,D-C,650,edge,_label
6467,1028,C-U,425,edge,_label
6481,2278,C-T,425,edge,_label
6498,427,U-U,642,edge,_label
6502,427,T-U,1019,edge,_label
6540,428,P-U,1489,edge,_label
6553,2050,U-O,428,edge,_label
6580,430,C-U,644,edge,_label
6583,1502,U-U,430,edge,_label
6590,431,U-R,1412,edge,_label
6594,434,O-O,434,edge,_label
6603,440,U-U,435,edge,_label
6614,439,D-D,439,edge,_label
6633,1232,B-B,441,edge,_label
6650,442,T-T,490,edge,_label
6656,442,T-T,640,edge,_label
6657,652,T-T,442,edge,_label
6676,442,A-T,1516,edge,_label
6690,443,T-O,872,edge,_label
6724,446,M-M,2169,edge,_label
6748,453,F-O,905,edge,_label
6783,459,O-T,456,edge,_label
6796,459,C-T,1249,edge,_label
6899,659,F-P,478,edge,_label
6901,941,F-E,478,edge,_label
6905,1110,F-M,478,edge,_label
6931,481,T-T,480,edge,_label
6971,1033,F-D,486,edge,_label
6998,490,O-T,627,edge,_label
7021,644,U-C,492,edge,_label
7025,821,U-U,492,edge,_label
7027,826,U-P,492,edge,_label
7032,492,U-U,921,edge,_label
7043,1555,U-U,492,edge,_label
7087,497,P-P,494,edge,_label
7104,495,B-E,593,edge,_label
7108,495,B-E,885,edge,_label
7112,495,U-E,1376,edge,_label
7114,495,U-E,1452,edge,_label
7115,498,P-P,496,edge,_label
7118,496,P-P,499,edge,_label
7122,496,P-P,501,edge,_label
7133,2090,P-C,496,edge,_label
7136,496,D-P,2113,edge,_label
7140,496,U-P,2353,edge,_label
7148,497,P-P,501,edge,_label
7210,499,E-P,1655,edge,_label
7212,499,D-P,1657,edge,_label
7252,501,P-P,502,edge,_label
7261,1172,P-B,502,edge,_label
7265,503,P-P,503,edge,_label
7266,503,P-P,503,edge,_label
7289,872,T-T,504,edge,_label
7293,992,T-T,504,edge,_label
7305,509,T-T,505,edge,_label
7317,782,T-P,505,edge,_label
7325,795,T-P,505,edge,_label
7327,798,T-P,505,edge,_label
7346,506,T-T,992,edge,_label
7447,688,T-T,509,edge,_label
7454,509,T-T,989,edge,_label
7483,516,O-O,516,edge,_label
7484,516,O-O,516,edge,_label
7501,1530,O-O,516,edge,_label
7514,518,F-O,1920,edge,_label
7518,518,F-O,2238,edge,_label
7562,534,M-M,534,edge,_label
7578,537,P-B,826,edge,_label
7583,1218,B-M,537,edge,_label
7586,537,U-B,1253,edge,_label
7594,537,O-B,1590,edge,_label
7606,537,F-B,1596,edge,_label
7613,540,F-F,540,edge,_label
7614,540,F-F,540,edge,_label
7615,541,F-B,540,edge,_label
7660,544,B-U,1808,edge,_label
7692,549,M-B,553,edge,_label
7714,549,G-B,564,edge,_label
7717,566,B-T,549,edge,_label
7723,784,B-D,549,edge,_label
7725,833,B-D,549,edge,_label
7748,549,D-B,2257,edge,_label
7752,550,C-M,850,edge,_label
7755,2137,M-U,550,edge,_label
7805,601,T-P,566,edge,_label
7825,1069,T-T,566,edge,_label
7839,1088,T-T,566,edge,_label
7842,566,T-T,1089,edge,_label
7865,1545,T-E,566,edge,_label
7876,566,M-T,1550,edge,_label
7877,1551,T-R,566,edge,_label
7960,578,D-P,2334,edge,_label
7969,582,D-D,582,edge,_label
7970,582,D-D,582,edge,_label
7998,584,F-F,588,edge,_label
8005,925,F-F,584,edge,_label
8091,1111,F-F,586,edge,_label
8095,1114,F-F,586,edge,_label
8101,1122,F-F,586,edge,_label
8113,2202,F-O,586,edge,_label
8116,587,F-F,588,edge,_label
8139,1034,F-F,588,edge,_label
8146,588,U-F,1043,edge,_label
8167,1621,F-F,588,edge,_label
8168,588,F-F,1621,edge,_label
8171,1648,F-D,588,edge,_label
8172,588,D-F,1648,edge,_label
8176,588,F-F,1801,edge,_label
8183,1983,F-U,588,edge,_label
8245,1052,F-B,592,edge,_label
8263,1628,D-U,594,edge,_label
8315,985,O-B,598,edge,_label
8356,603,D-D,609,edge,_label
8361,611,M-M,611,edge,_label
8362,611,M-M,611,edge,_label
8365,613,M-E,611,edge,_label
8376,611,F-M,1817,edge,_label
